1.052162E-05 5.170917E+01 1.000000E+00 1.000000E+00
2.350772E-05 1.118732E+02 9.999950E-01 9.999950E-01
3.654020E-05 1.708504E+02 9.999858E-01 9.999858E-01
4.965470E-05 2.293329E+02 9.999726E-01 9.999726E-01
6.288746E-05 2.877073E+02 9.999553E-01 9.999553E-01
7.627564E-05 3.462589E+02 9.999336E-01 9.999336E-01
8.985768E-05 4.052292E+02 9.999073E-01 9.999073E-01
1.036736E-04 4.648388E+02 9.998763E-01 9.998763E-01
1.177656E-04 5.252994E+02 9.998401E-01 9.998401E-01
1.321779E-04 5.868208E+02 9.997984E-01 9.997984E-01
1.469579E-04 6.496162E+02 9.997508E-01 9.997508E-01
1.621561E-04 7.139052E+02 9.996966E-01 9.996966E-01
1.778268E-04 7.799178E+02 9.996354E-01 9.996354E-01
1.940287E-04 8.478967E+02 9.995664E-01 9.995664E-01
2.108254E-04 9.181003E+02 9.994887E-01 9.994887E-01
2.282860E-04 9.908053E+02 9.994015E-01 9.994015E-01
2.464858E-04 1.066310E+03 9.993036E-01 9.993036E-01
2.655070E-04 1.144935E+03 9.991938E-01 9.991938E-01
2.854398E-04 1.227028E+03 9.990707E-01 9.990707E-01
3.063826E-04 1.312968E+03 9.989325E-01 9.989325E-01
3.284432E-04 1.403161E+03 9.987774E-01 9.987774E-01
3.517396E-04 1.498051E+03 9.986032E-01 9.986032E-01
3.764004E-04 1.598115E+03 9.984074E-01 9.984074E-01
4.025659E-04 1.703867E+03 9.981873E-01 9.981873E-01
4.303878E-04 1.815859E+03 9.979394E-01 9.979394E-01
4.600299E-04 1.934676E+03 9.976604E-01 9.976604E-01
4.916674E-04 2.060937E+03 9.973461E-01 9.973461E-01
5.254864E-04 2.195284E+03 9.969921E-01 9.969921E-01
5.616819E-04 2.338380E+03 9.965933E-01 9.965933E-01
6.004557E-04 2.490891E+03 9.961446E-01 9.961446E-01
6.420126E-04 2.653473E+03 9.956401E-01 9.956401E-01
6.865565E-04 2.826754E+03 9.950737E-01 9.950737E-01
7.342845E-04 3.011303E+03 9.944393E-01 9.944393E-01
7.853807E-04 3.207616E+03 9.937304E-01 9.937304E-01
8.400093E-04 3.416078E+03 9.929409E-01 9.929409E-01
8.983076E-04 3.636941E+03 9.920646E-01 9.920646E-01
9.603795E-04 3.870303E+03 9.910962E-01 9.910962E-01
1.026290E-03 4.116089E+03 9.900305E-01 9.900305E-01
1.096062E-03 4.374039E+03 9.888635E-01 9.888635E-01
1.169674E-03 4.643714E+03 9.875917E-01 9.875917E-01
1.247063E-03 4.924507E+03 9.862131E-01 9.862131E-01
1.328126E-03 5.215658E+03 9.847264E-01 9.847264E-01
1.412725E-03 5.516261E+03 9.831292E-01 9.831292E-01
1.500696E-03 5.825356E+03 9.814239E-01 9.814239E-01
1.591853E-03 6.141930E+03 9.796139E-01 9.796139E-01
1.685998E-03 6.464932E+03 9.777021E-01 9.777021E-01
1.782925E-03 6.793314E+03 9.756923E-01 9.756923E-01
1.882429E-03 7.126054E+03 9.735887E-01 9.735887E-01
1.984307E-03 7.462176E+03 9.713961E-01 9.713961E-01
2.088365E-03 7.800764E+03 9.691195E-01 9.691195E-01
2.194419E-03 8.140967E+03 9.667641E-01 9.667641E-01
2.302294E-03 8.482005E+03 9.643351E-01 9.643351E-01
2.411831E-03 8.823174E+03 9.618378E-01 9.618378E-01
2.522880E-03 9.163839E+03 9.592774E-01 9.592774E-01
2.635308E-03 9.503433E+03 9.566588E-01 9.566588E-01
2.748990E-03 9.841455E+03 9.539869E-01 9.539869E-01
2.863814E-03 1.017746E+04 9.512663E-01 9.512663E-01
2.979680E-03 1.051107E+04 9.485014E-01 9.485014E-01
3.096495E-03 1.084194E+04 9.456961E-01 9.456961E-01
3.214176E-03 1.116978E+04 9.428544E-01 9.428544E-01
3.332650E-03 1.149433E+04 9.399799E-01 9.399799E-01
3.451849E-03 1.181538E+04 9.370759E-01 9.370759E-01
3.571713E-03 1.213273E+04 9.341454E-01 9.341454E-01
3.692186E-03 1.244624E+04 9.311912E-01 9.311912E-01
3.813220E-03 1.275577E+04 9.282161E-01 9.282161E-01
3.934771E-03 1.306120E+04 9.252225E-01 9.252225E-01
4.056797E-03 1.336245E+04 9.222125E-01 9.222125E-01
4.179263E-03 1.365944E+04 9.191882E-01 9.191882E-01
4.302135E-03 1.395210E+04 9.161516E-01 9.161516E-01
4.425385E-03 1.424040E+04 9.131045E-01 9.131045E-01
4.548983E-03 1.452429E+04 9.100483E-01 9.100483E-01
4.672907E-03 1.480375E+04 9.069846E-01 9.069846E-01
4.797133E-03 1.507876E+04 9.039148E-01 9.039148E-01
4.921640E-03 1.534931E+04 9.008398E-01 9.008398E-01
5.046411E-03 1.561541E+04 8.977614E-01 8.977614E-01
5.171427E-03 1.587706E+04 8.946804E-01 8.946804E-01
5.296674E-03 1.613427E+04 8.915978E-01 8.915978E-01
5.422137E-03 1.638705E+04 8.885144E-01 8.885144E-01
5.547802E-03 1.663542E+04 8.854309E-01 8.854309E-01
5.673658E-03 1.687939E+04 8.823481E-01 8.823481E-01
5.799693E-03 1.711900E+04 8.792668E-01 8.792668E-01
5.925897E-03 1.735426E+04 8.761873E-01 8.761873E-01
6.052261E-03 1.758521E+04 8.731104E-01 8.731104E-01
6.178775E-03 1.781188E+04 8.700367E-01 8.700367E-01
6.305432E-03 1.803429E+04 8.669665E-01 8.669665E-01
6.432225E-03 1.825249E+04 8.639003E-01 8.639003E-01
6.559146E-03 1.846651E+04 8.608385E-01 8.608385E-01
